customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST1877,Female,0,Yes,Yes,66,Yes,No,Fiber optic,Yes,No,Yes,Yes,No internet service,No,One year,Yes,Electronic check,80.51,5313.66,No
CUST1878,Male,0,No,Yes,6,Yes,Yes,No,No,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),81.91,491.46,No
CUST1879,Male,0,Yes,Yes,57,No,No,No,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,72.96,4158.72,No
CUST1880,Male,0,No,Yes,48,Yes,No phone service,DSL,No,No internet service,No internet service,No,No internet service,No,One year,Yes,Mailed check,96.23,4619.04,No
CUST1881,Female,0,No,Yes,52,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,23.92,1243.84,No
CUST1882,Male,1,Yes,No,64,Yes,Yes,No,No internet service,Yes,Yes,No internet service,Yes,No internet service,One year,No,Mailed check,113.6,7270.4,No
CUST1883,Female,0,No,Yes,61,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),29.51,1800.11,Yes
CUST1884,Female,0,No,No,16,Yes,No phone service,No,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,87.4,1398.4,No
CUST1885,Male,0,No,Yes,42,Yes,No phone service,DSL,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),33.34,1400.28,No
CUST1886,Male,0,No,Yes,24,Yes,No phone service,No,No internet service,No,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),107.99,2591.76,No
CUST1887,Female,0,Yes,Yes,2,Yes,Yes,No,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,71.07,142.14,No
CUST1888,Female,1,Yes,Yes,28,Yes,No phone service,DSL,No,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),28.23,790.44,No
CUST1889,Male,0,No,Yes,31,Yes,No,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,No,Mailed check,81.67,2531.77,Yes
CUST1890,Male,0,No,No,25,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),20.91,522.75,No
CUST1891,Male,0,Yes,No,15,Yes,Yes,No,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),97.6,1464.0,No
CUST1892,Male,0,No,No,24,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,One year,Yes,Mailed check,85.06,2041.44,No
CUST1893,Male,0,Yes,Yes,53,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No internet service,Two year,No,Credit card (automatic),41.26,2186.78,No
CUST1894,Female,0,No,Yes,27,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No,One year,Yes,Electronic check,57.48,1551.96,No
CUST1895,Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,One year,No,Mailed check,20.78,1496.16,No
CUST1896,Female,0,Yes,Yes,55,Yes,Yes,No,Yes,Yes,No,No internet service,No internet service,No,One year,Yes,Electronic check,89.37,4915.35,No
CUST1897,Female,0,Yes,Yes,64,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,Two year,No,Credit card (automatic),52.27,3345.28,No
CUST1898,Male,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No,No,Two year,No,Credit card (automatic),77.16,3086.4,Yes
CUST1899,Male,0,Yes,Yes,50,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),115.67,5783.5,No
CUST1900,Male,0,No,No,70,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,49.95,3496.5,Yes
CUST1901,Female,0,Yes,Yes,28,Yes,Yes,DSL,No,No,No internet service,Yes,No,Yes,Two year,No,Electronic check,119.02,3332.56,Yes
CUST1902,Female,0,No,No,18,Yes,No,DSL,No,No,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),83.27,1498.86,No
CUST1903,Male,0,Yes,Yes,65,No,No,No,No internet service,Yes,Yes,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),44.21,2873.65,Yes
CUST1904,Male,0,Yes,Yes,40,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),63.68,2547.2,Yes
CUST1905,Female,0,No,No,44,No,Yes,DSL,No,Yes,Yes,No internet service,No,Yes,One year,No,Bank transfer (automatic),94.05,4138.2,No
CUST1906,Female,1,Yes,Yes,14,Yes,No phone service,No,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,64.65,905.1,Yes
CUST1907,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Two year,Yes,Credit card (automatic),26.85,53.7,No
CUST1908,Male,0,Yes,No,10,Yes,No phone service,No,No,Yes,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),36.86,368.6,Yes
CUST1909,Female,1,Yes,Yes,52,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No,No,Month-to-month,No,Mailed check,99.13,5154.76,No
CUST1910,Male,0,No,No,45,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),84.84,3817.8,No
CUST1911,Male,0,No,Yes,29,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No,One year,No,Credit card (automatic),76.98,2232.42,No
CUST1912,Male,0,Yes,Yes,56,Yes,No,No,No internet service,No,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,36.76,2058.56,No
CUST1913,Female,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,103.78,1764.26,No
CUST1914,Female,0,Yes,Yes,50,Yes,No,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),116.07,5803.5,Yes
CUST1915,Female,1,No,No,47,Yes,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,24.09,1132.23,No
CUST1916,Female,0,No,Yes,65,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Credit card (automatic),27.8,1807.0,No
CUST1917,Female,0,No,No,7,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),108.47,759.29,No
CUST1918,Female,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),101.56,2132.76,No
CUST1919,Female,1,Yes,Yes,5,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,One year,No,Electronic check,81.79,408.95,Yes
CUST1920,Male,0,Yes,Yes,56,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),114.5,6412.0,No
CUST1921,Male,0,Yes,Yes,35,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,84.64,2962.4,Yes
CUST1922,Male,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,One year,No,Credit card (automatic),41.6,2329.6,No
CUST1923,Male,0,Yes,No,48,Yes,No,DSL,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,92.86,4457.28,No
CUST1924,Male,1,No,No,44,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No internet service,One year,No,Electronic check,84.57,3721.08,No
CUST1925,Male,1,No,No,65,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,No,Two year,No,Mailed check,118.57,7707.05,No
CUST1926,Male,0,Yes,Yes,44,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No,No,Two year,Yes,Bank transfer (automatic),41.39,1821.16,No
CUST1927,Female,1,Yes,No,19,No,No,No,No internet service,No internet service,Yes,No,Yes,Yes,Two year,No,Electronic check,79.79,1516.01,No
CUST1928,Female,0,Yes,No,63,Yes,Yes,No,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),98.02,6175.26,Yes
CUST1929,Male,1,No,Yes,66,Yes,No,DSL,Yes,No internet service,No,No,No,Yes,One year,No,Electronic check,53.9,3557.4,No
CUST1930,Male,0,No,Yes,2,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,57.97,115.94,No
CUST1931,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,108.79,5765.87,No
CUST1932,Male,0,Yes,Yes,63,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,60.42,3806.46,No
CUST1933,Male,0,No,No,39,Yes,No,No,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,No,Mailed check,82.47,3216.33,No
CUST1934,Female,0,Yes,No,58,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),108.92,6317.36,No
CUST1935,Male,0,No,Yes,54,No,No,DSL,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),40.98,2212.92,Yes
CUST1936,Female,0,No,Yes,61,Yes,Yes,DSL,No,No internet service,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),118.19,7209.59,No
CUST1937,Male,0,Yes,Yes,3,Yes,No,DSL,No,No,Yes,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),90.2,270.6,No
CUST1938,Female,0,Yes,No,59,Yes,No,DSL,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,69.61,4106.99,No
CUST1939,Female,0,Yes,No,29,Yes,Yes,DSL,No,No,No internet service,Yes,No internet service,No internet service,Two year,Yes,Mailed check,63.09,1829.61,No
CUST1940,Female,1,Yes,Yes,1,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,115.44,115.44,No
CUST1941,Male,0,No,Yes,61,Yes,No phone service,No,No internet service,No,Yes,Yes,No internet service,No internet service,Two year,Yes,Mailed check,40.57,2474.77,No
CUST1942,Female,0,No,No,48,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,51.17,2456.16,No
CUST1943,Male,0,No,Yes,8,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),50.78,406.24,No
CUST1944,Male,1,Yes,Yes,30,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,48.9,1467.0,No
CUST1945,Male,0,No,No,60,No,No,No,No,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,66.85,4011.0,Yes
CUST1946,Male,0,Yes,Yes,47,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,No,One year,Yes,Credit card (automatic),118.92,5589.24,No
CUST1947,Female,0,Yes,No,24,Yes,No phone service,No,No,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Electronic check,108.88,2613.12,No
CUST1948,Female,1,Yes,Yes,35,No,No,No,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),52.79,1847.65,Yes
CUST1949,Male,0,Yes,Yes,7,Yes,No phone service,DSL,No internet service,No,Yes,No,Yes,No,One year,Yes,Electronic check,62.29,436.03,No
CUST1950,Male,0,Yes,No,72,Yes,No phone service,DSL,No,No,No internet service,No,No internet service,No,One year,No,Electronic check,86.95,6260.4,Yes
CUST1951,Female,0,Yes,No,57,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,Two year,No,Electronic check,21.72,1238.04,Yes
CUST1952,Male,1,No,Yes,44,Yes,No,No,No internet service,No,Yes,No internet service,No,No,One year,No,Credit card (automatic),102.02,4488.88,No
CUST1953,Female,0,Yes,No,61,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,One year,No,Mailed check,107.98,6586.78,No
CUST1954,Male,0,No,Yes,38,Yes,No,DSL,Yes,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,105.72,4017.36,Yes
CUST1955,Male,1,No,Yes,57,No,Yes,No,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),57.51,3278.07,Yes
CUST1956,Female,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Mailed check,66.2,4170.6,Yes
CUST1957,Male,0,Yes,Yes,43,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),21.24,913.32,No
CUST1958,Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,Yes,One year,No,Mailed check,59.94,1678.32,Yes
CUST1959,Male,0,No,No,58,No,No,DSL,Yes,Yes,No internet service,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),66.04,3830.32,No
CUST1960,Male,0,Yes,No,70,Yes,No,DSL,Yes,No,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),110.7,7749.0,No
CUST1961,Male,0,No,Yes,8,No,No phone service,DSL,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),109.4,875.2,No
CUST1962,Female,0,Yes,No,5,Yes,No,No,Yes,No internet service,No,Yes,Yes,Yes,One year,No,Credit card (automatic),116.61,583.05,No
CUST1963,Male,0,Yes,No,28,Yes,No,DSL,Yes,No,No,Yes,Yes,No internet service,One year,No,Mailed check,108.51,3038.28,No
CUST1964,Male,1,No,No,57,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,20.82,1186.74,No
CUST1965,Male,0,No,No,16,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),84.15,1346.4,No
CUST1966,Male,1,Yes,Yes,15,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,Two year,No,Credit card (automatic),26.82,402.3,No
CUST1967,Female,0,No,Yes,2,Yes,No phone service,DSL,Yes,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Mailed check,47.26,94.52,No
CUST1968,Female,1,No,Yes,20,Yes,No,Fiber optic,No,Yes,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),77.83,1556.6,Yes
CUST1969,Male,0,No,No,63,Yes,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),90.06,5673.78,No
CUST1970,Female,0,No,No,35,Yes,Yes,No,No internet service,Yes,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),85.46,2991.1,No
CUST1971,Male,0,No,No,61,No,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,No,Two year,No,Credit card (automatic),24.91,1519.51,No
CUST1972,Male,1,Yes,No,41,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),30.36,1244.76,No
CUST1973,Male,0,Yes,No,41,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No internet service,One year,No,Electronic check,32.86,1347.26,No
CUST1974,Female,0,No,No,60,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,One year,No,Bank transfer (automatic),29.14,1748.4,Yes
CUST1975,Female,0,Yes,No,12,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),37.82,453.84,Yes
CUST1976,Female,0,Yes,Yes,10,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,No,One year,Yes,Credit card (automatic),88.85,888.5,No
CUST1977,Female,0,No,Yes,53,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,103.08,5463.24,No
CUST1978,Female,0,Yes,No,15,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,One year,No,Electronic check,60.88,913.2,No
CUST1979,Female,0,No,No,7,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,89.28,624.96,No
CUST1980,Female,0,No,No,58,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,No,One year,Yes,Electronic check,40.0,2320.0,No
CUST1981,Female,0,Yes,Yes,56,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,117.33,6570.48,Yes
CUST1982,Female,0,No,Yes,39,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,One year,Yes,Electronic check,55.0,2145.0,No
CUST1983,Male,0,No,No,58,Yes,Yes,DSL,No,No,No,No internet service,No internet service,Yes,One year,No,Electronic check,104.59,6066.22,Yes
CUST1984,Female,0,No,No,1,Yes,Yes,No,Yes,No,No,No internet service,Yes,No,One year,Yes,Mailed check,114.54,114.54,No
CUST1985,Female,0,No,Yes,9,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No internet service,Yes,One year,Yes,Electronic check,106.47,958.23,No
CUST1986,Female,0,No,Yes,43,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No internet service,No,Two year,No,Credit card (automatic),26.71,1148.53,No
CUST1987,Female,0,Yes,Yes,10,No,Yes,DSL,Yes,No internet service,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),85.03,850.3,No
CUST1988,Female,0,Yes,Yes,1,Yes,No,No,No internet service,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),32.01,32.01,No
CUST1989,Female,0,No,No,49,Yes,Yes,DSL,No,No,Yes,No,Yes,No internet service,Two year,No,Bank transfer (automatic),20.57,1007.93,Yes
CUST1990,Female,0,No,Yes,11,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),25.18,276.98,No
CUST1991,Female,0,Yes,Yes,22,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No,One year,No,Credit card (automatic),111.61,2455.42,No
CUST1992,Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),110.85,1884.45,No
CUST1993,Female,0,Yes,Yes,61,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),42.58,2597.38,No
CUST1994,Female,0,No,Yes,61,Yes,No phone service,No,No,No internet service,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),74.71,4557.31,No
CUST1995,Male,0,No,Yes,37,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),115.5,4273.5,Yes
CUST1996,Male,0,No,No,66,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),69.67,4598.22,Yes
CUST1997,Female,0,No,Yes,37,Yes,Yes,No,No,Yes,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),59.36,2196.32,No
CUST1998,Female,0,No,No,66,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),68.32,4509.12,Yes
CUST1999,Male,1,No,No,60,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),99.02,5941.2,No
CUST1000,Male,0,No,No,50,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No,One year,No,Bank transfer (automatic),52.01,2600.5,No
CUST1001,Female,0,No,Yes,46,Yes,No phone service,No,No,Yes,Yes,No internet service,Yes,No,One year,No,Credit card (automatic),23.72,1091.12,No
CUST1002,Male,0,No,Yes,3,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,56.09,168.27,No
CUST1003,Male,0,No,Yes,6,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,Yes,One year,No,Mailed check,21.75,130.5,Yes
CUST1004,Male,0,Yes,No,34,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,Yes,Two year,No,Credit card (automatic),39.24,1334.16,No
CUST1005,Female,0,Yes,No,47,Yes,No phone service,No,No,No internet service,Yes,Yes,No internet service,Yes,One year,No,Electronic check,95.25,4476.75,Yes
CUST1006,Male,1,No,No,72,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),113.71,8187.12,No
CUST1007,Male,0,Yes,No,71,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,Two year,Yes,Electronic check,28.74,2040.54,Yes
CUST1008,Male,1,No,No,44,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,No internet service,One year,Yes,Credit card (automatic),75.79,3334.76,No
CUST1009,Female,0,Yes,No,71,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Yes,Two year,No,Electronic check,45.39,3222.69,No
CUST1010,Male,0,No,No,18,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,No,Two year,Yes,Mailed check,33.91,610.38,No
CUST1011,Male,0,No,Yes,62,Yes,No,DSL,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),41.9,2597.8,No
CUST1012,Male,1,Yes,No,37,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),77.78,2877.86,No
CUST1013,Male,1,Yes,Yes,66,Yes,No,No,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,26.51,1749.66,No
CUST1014,Female,0,No,Yes,58,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,One year,No,Mailed check,63.42,3678.36,No
CUST1015,Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),33.52,2279.36,Yes
CUST1016,Female,0,Yes,No,12,Yes,No phone service,No,Yes,No internet service,Yes,Yes,Yes,Yes,Two year,No,Mailed check,47.27,567.24,No
CUST1017,Female,0,Yes,Yes,46,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Electronic check,39.08,1797.68,No
CUST1018,Female,1,No,Yes,60,Yes,No phone service,No,No,No internet service,No,Yes,No internet service,No,One year,No,Credit card (automatic),108.3,6498.0,No
CUST1019,Male,0,Yes,No,30,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No internet service,One year,No,Mailed check,90.8,2724.0,No
CUST1020,Female,0,No,No,21,Yes,No phone service,DSL,No internet service,No,No internet service,No,No,No,One year,No,Credit card (automatic),106.85,2243.85,No
CUST1021,Male,0,No,Yes,42,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),58.35,2450.7,Yes
CUST1022,Female,1,No,No,66,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,Two year,Yes,Mailed check,51.34,3388.44,No
CUST1023,Female,1,No,No,53,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,58.06,3077.18,Yes
CUST1024,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,21.85,196.65,Yes
CUST1025,Female,0,Yes,Yes,41,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),92.47,3791.27,No
CUST1026,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Two year,No,Bank transfer (automatic),54.98,3463.74,No
CUST1027,Female,0,Yes,Yes,20,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,No,No internet service,One year,Yes,Electronic check,51.33,1026.6,Yes
CUST1028,Female,0,Yes,No,65,No,Yes,No,No internet service,No internet service,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),79.81,5187.65,No
CUST1029,Female,1,Yes,No,40,No,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),63.62,2544.8,No
CUST1030,Male,0,Yes,Yes,23,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Mailed check,118.08,2715.84,No
CUST1031,Male,1,No,Yes,34,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,55.63,1891.42,No
CUST1032,Female,1,Yes,Yes,55,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,81.39,4476.45,No
CUST1033,Female,0,Yes,No,29,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,51.17,1483.93,Yes
CUST1034,Female,0,No,Yes,56,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),119.06,6667.36,No
CUST1035,Male,1,Yes,Yes,46,Yes,No phone service,No,No internet service,No,Yes,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),64.51,2967.46,Yes
CUST1036,Female,1,Yes,No,34,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Two year,No,Electronic check,83.41,2835.94,No
CUST1037,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Credit card (automatic),32.67,588.06,No
CUST1038,Male,0,Yes,No,7,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,Two year,No,Bank transfer (automatic),93.3,653.1,No
CUST1039,Male,0,Yes,Yes,25,Yes,No,No,No,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,46.92,1173.0,Yes
CUST1040,Male,1,Yes,No,70,Yes,Yes,DSL,Yes,Yes,No,No internet service,No,No internet service,Two year,Yes,Mailed check,64.86,4540.2,No
CUST1041,Male,0,No,No,29,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.31,3140.99,No
CUST1042,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Two year,No,Electronic check,117.06,702.36,No
CUST1043,Female,0,Yes,No,66,Yes,No,No,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),62.46,4122.36,No
CUST1044,Female,0,No,Yes,64,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No internet service,No,Two year,Yes,Mailed check,103.48,6622.72,No
CUST1045,Female,0,Yes,Yes,35,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Two year,No,Electronic check,25.33,886.55,No
CUST1046,Female,0,No,No,24,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),104.76,2514.24,Yes
CUST1047,Male,0,No,No,36,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No internet service,One year,No,Credit card (automatic),82.95,2986.2,Yes
CUST1048,Female,0,Yes,No,0,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,One year,No,Mailed check,68.87,0.0,No
CUST1049,Female,0,No,No,14,Yes,Yes,DSL,Yes,No internet service,No,Yes,No,Yes,One year,Yes,Credit card (automatic),109.0,1526.0,No
